orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipperid,freight,productid,unitprice,quantity,discount,companyname,contactname,contacttitle,customercity,customercountry,employeename,title,employeecity,employeecountry,reportsto,categoryid,categoryname,description,productname,quantityperunit,productunitprice,discontinued,shippercompany
10583,WARTH,2,6/30/2014,7/28/2014,7/4/2014,2,7.28,69,36,10,0.15,Wartian Herkku,Pirkko Koskitalo,Accounting Manager,Oulu,Finland,Andrew Fuller,Vice President Sales,New York,USA,NULL,4,Dairy Products,Cheeses,Gudbrandsdalsost,10 kg pkg.,36,0,United Package
10584,BLONP,4,6/30/2014,7/28/2014,7/4/2014,1,59.14,31,12.5,50,0.05,Blondesddsl pÃ¨re et fils,FrÃ©dÃ©rique Citeaux,Marketing Manager,Strasbourg,France,Margaret Peacock,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Gorgonzola Telino,12 - 100 g pkgs,12.5,0,Speedy Express
10585,WELLI,7,7/1/2014,7/29/2014,7/10/2014,1,13.41,47,9.5,15,0,Wellington Importadora,Paula Parente,Sales Manager,Resende,Brazil,Robert King,Sales Representative,London,UK,5,3,Confections,"Desserts, candies, and sweet breads",Zaanse koeken,10 - 4 oz boxes,9.5,0,Speedy Express
10586,REGGC,9,7/2/2014,7/30/2014,7/9/2014,1,0.48,52,7,4,0.15,Reggiani Caseifici,Maurizio Moroni,Sales Associate,Reggio Emilia,Italy,Anne Dodsworth,Sales Representative,London,UK,5,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Filo Mix,16 - 2 kg boxes,7,0,Speedy Express
10587,QUEDE,1,7/2/2014,7/30/2014,7/9/2014,1,62.52,26,31.23,6,0,Que DelÃ­cia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Nancy Davolio,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",GumbÃ¤r GummibÃ¤rchen,100 - 250 g bags,31.23,0,Speedy Express
10587,QUEDE,1,7/2/2014,7/30/2014,7/9/2014,1,62.52,35,18,20,0,Que DelÃ­cia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Nancy Davolio,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Steeleye Stout,24 - 12 oz bottles,18,0,Speedy Express
10587,QUEDE,1,7/2/2014,7/30/2014,7/9/2014,1,62.52,77,13,20,0,Que DelÃ­cia,Bernardo Batista,Accounting Manager,Rio de Janeiro,Brazil,Nancy Davolio,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Original Frankfurter GrÃ¼ne SoÃŸe,12 boxes,13,0,Speedy Express
10588,QUICK,2,7/3/2014,7/31/2014,7/10/2014,3,194.67,18,62.5,40,0.2,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Andrew Fuller,Vice President Sales,New York,USA,NULL,8,Seafood,Seaweed and fish,Carnarvon Tigers,16 kg pkg.,62.5,0,Federal Shipping
10588,QUICK,2,7/3/2014,7/31/2014,7/10/2014,3,194.67,42,14,100,0.2,QUICK-Stop,Horst Kloss,Accounting Manager,Cunewalde,Germany,Andrew Fuller,Vice President Sales,New York,USA,NULL,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Singaporean Hokkien Fried Mee,32 - 1 kg pkgs.,14,1,Federal Shipping
10589,GREAL,8,7/4/2014,8/1/2014,7/14/2014,2,4.42,35,18,4,0,Great Lakes Food Market,Howard Snyder,Marketing Manager,Eugene,USA,Laura Callahan,Sales Manager,New York,USA,2,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Steeleye Stout,24 - 12 oz bottles,18,0,United Package
10590,MEREP,4,7/7/2014,8/4/2014,7/14/2014,3,44.77,1,18,20,0,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,MontrÃ©al,Canada,Margaret Peacock,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Chai,10 boxes x 20 bags,18,0,Federal Shipping
10590,MEREP,4,7/7/2014,8/4/2014,7/14/2014,3,44.77,77,13,60,0.05,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,MontrÃ©al,Canada,Margaret Peacock,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Original Frankfurter GrÃ¼ne SoÃŸe,12 boxes,13,0,Federal Shipping
10591,VAFFE,1,7/7/2014,7/21/2014,7/16/2014,1,55.92,3,10,14,0,Vaffeljernet,Palle Ibsen,Sales Manager,Ã…rhus,Denmark,Nancy Davolio,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Aniseed Syrup,12 - 550 ml bottles,10,0,Speedy Express
10591,VAFFE,1,7/7/2014,7/21/2014,7/16/2014,1,55.92,7,30,10,0,Vaffeljernet,Palle Ibsen,Sales Manager,Ã…rhus,Denmark,Nancy Davolio,Sales Representative,New York,USA,8,7,Produce,Dried fruit and bean curd,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30,0,Speedy Express
10591,VAFFE,1,7/7/2014,7/21/2014,7/16/2014,1,55.92,54,7.45,50,0,Vaffeljernet,Palle Ibsen,Sales Manager,Ã…rhus,Denmark,Nancy Davolio,Sales Representative,New York,USA,8,6,Meat & Poultry,Prepared meats,TourtiÃ¨re,16 pies,7.45,0,Speedy Express
10592,LEHMS,3,7/8/2014,8/5/2014,7/16/2014,1,32.1,15,15.5,25,0.05,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Janet Leverling,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Genen Shouyu,24 - 250 ml bottles,15.5,0,Speedy Express
10592,LEHMS,3,7/8/2014,8/5/2014,7/16/2014,1,32.1,26,31.23,5,0.05,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Janet Leverling,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",GumbÃ¤r GummibÃ¤rchen,100 - 250 g bags,31.23,0,Speedy Express
10593,LEHMS,7,7/9/2014,8/6/2014,8/13/2014,2,174.2,20,81,21,0.2,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Robert King,Sales Representative,London,UK,5,3,Confections,"Desserts, candies, and sweet breads",Sir Rodney's Marmalade,30 gift boxes,81,0,United Package
10593,LEHMS,7,7/9/2014,8/6/2014,8/13/2014,2,174.2,69,36,20,0.2,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Robert King,Sales Representative,London,UK,5,4,Dairy Products,Cheeses,Gudbrandsdalsost,10 kg pkg.,36,0,United Package
10593,LEHMS,7,7/9/2014,8/6/2014,8/13/2014,2,174.2,76,18,4,0.2,Lehmanns Marktstand,Renate Messner,Sales Representative,Frankfurt a.M.,Germany,Robert King,Sales Representative,London,UK,5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",LakkalikÃ¶ri,500 ml,18,0,United Package
10594,OLDWO,3,7/9/2014,8/6/2014,7/16/2014,2,5.24,52,7,24,0,Old World Delicatessen,Rene Phillips,Sales Representative,Anchorage,USA,Janet Leverling,Sales Representative,New York,USA,8,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Filo Mix,16 - 2 kg boxes,7,0,United Package
10594,OLDWO,3,7/9/2014,8/6/2014,7/16/2014,2,5.24,58,13.25,30,0,Old World Delicatessen,Rene Phillips,Sales Representative,Anchorage,USA,Janet Leverling,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Escargots de Bourgogne,24 pieces,13.25,0,United Package
10595,ERNSH,2,7/10/2014,8/7/2014,7/14/2014,1,96.78,35,18,30,0.25,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Andrew Fuller,Vice President Sales,New York,USA,NULL,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Steeleye Stout,24 - 12 oz bottles,18,0,Speedy Express
10595,ERNSH,2,7/10/2014,8/7/2014,7/14/2014,1,96.78,61,28.5,120,0.25,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Andrew Fuller,Vice President Sales,New York,USA,NULL,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Sirop d'Ã©rable,24 - 500 ml bottles,28.5,0,Speedy Express
10595,ERNSH,2,7/10/2014,8/7/2014,7/14/2014,1,96.78,69,36,65,0.25,Ernst Handel,Roland Mendel,Sales Manager,Graz,Austria,Andrew Fuller,Vice President Sales,New York,USA,NULL,4,Dairy Products,Cheeses,Gudbrandsdalsost,10 kg pkg.,36,0,Speedy Express
10596,WHITC,8,7/11/2014,8/8/2014,8/12/2014,1,16.34,56,38,5,0.2,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,Laura Callahan,Sales Manager,New York,USA,2,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Gnocchi di nonna Alice,24 - 250 g pkgs.,38,0,Speedy Express
10596,WHITC,8,7/11/2014,8/8/2014,8/12/2014,1,16.34,63,43.9,24,0.2,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,Laura Callahan,Sales Manager,New York,USA,2,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Vegie-spread,15 - 625 g jars,43.9,0,Speedy Express
10596,WHITC,8,7/11/2014,8/8/2014,8/12/2014,1,16.34,75,7.75,30,0.2,White Clover Markets,Karl Jablonski,Owner,Seattle,USA,Laura Callahan,Sales Manager,New York,USA,2,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",RhÃ¶nbrÃ¤u Klosterbier,24 - 0.5 l bottles,7.75,0,Speedy Express
10597,PICCO,7,7/11/2014,8/8/2014,7/18/2014,3,35.12,24,4.5,35,0.2,Piccolo und mehr,Georg Pipps,Sales Manager,Salzburg,Austria,Robert King,Sales Representative,London,UK,5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Guarana Fantastica,12 - 355 ml cans,4.5,1,Federal Shipping
10597,PICCO,7,7/11/2014,8/8/2014,7/18/2014,3,35.12,57,19.5,20,0,Piccolo und mehr,Georg Pipps,Sales Manager,Salzburg,Austria,Robert King,Sales Representative,London,UK,5,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Ravioli Angelo,24 - 250 g pkgs.,19.5,0,Federal Shipping
10597,PICCO,7,7/11/2014,8/8/2014,7/18/2014,3,35.12,65,21.05,12,0.2,Piccolo und mehr,Georg Pipps,Sales Manager,Salzburg,Austria,Robert King,Sales Representative,London,UK,5,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Louisiana Fiery Hot Pepper Sauce,32 - 8 oz bottles,21.05,0,Federal Shipping
10598,RATTC,1,7/14/2014,8/11/2014,7/18/2014,3,44.42,27,43.9,50,0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Nancy Davolio,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Schoggi Schokolade,100 - 100 g pieces,43.9,0,Federal Shipping
10598,RATTC,1,7/14/2014,8/11/2014,7/18/2014,3,44.42,71,21.5,9,0,Rattlesnake Canyon Grocery,Paula Wilson,Assistant Sales Representative,Albuquerque,USA,Nancy Davolio,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Flotemysost,10 - 500 g pkgs.,21.5,0,Federal Shipping
10599,BSBEV,6,7/15/2014,8/26/2014,7/21/2014,3,29.98,62,49.3,10,0,B's Beverages,Victoria Ashworth,Sales Representative,London,UK,Michael Suyama,Sales Representative,London,UK,5,3,Confections,"Desserts, candies, and sweet breads",Tarte au sucre,48 pies,49.3,0,Federal Shipping
10600,HUNGC,4,7/16/2014,8/13/2014,7/21/2014,1,45.13,54,7.45,4,0,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,Margaret Peacock,Sales Representative,New York,USA,8,6,Meat & Poultry,Prepared meats,TourtiÃ¨re,16 pies,7.45,0,Speedy Express
10600,HUNGC,4,7/16/2014,8/13/2014,7/21/2014,1,45.13,73,15,30,0,Hungry Coyote Import Store,Yoshi Latimer,Sales Representative,Elgin,USA,Margaret Peacock,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,RÃ¶d Kaviar,24 - 150 g jars,15,0,Speedy Express
10601,HILAA,7,7/16/2014,8/27/2014,7/22/2014,1,58.3,13,6,60,0,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,San CristÃ³bal,Venezuela,Robert King,Sales Representative,London,UK,5,8,Seafood,Seaweed and fish,Konbu,2 kg box,6,0,Speedy Express
10601,HILAA,7,7/16/2014,8/27/2014,7/22/2014,1,58.3,59,55,35,0,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,San CristÃ³bal,Venezuela,Robert King,Sales Representative,London,UK,5,4,Dairy Products,Cheeses,Raclette Courdavault,5 kg pkg.,55,0,Speedy Express
10602,VAFFE,8,7/17/2014,8/14/2014,7/22/2014,2,2.92,77,13,5,0.25,Vaffeljernet,Palle Ibsen,Sales Manager,Ã…rhus,Denmark,Laura Callahan,Sales Manager,New York,USA,2,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Original Frankfurter GrÃ¼ne SoÃŸe,12 boxes,13,0,United Package
10603,SAVEA,8,7/18/2014,8/15/2014,8/8/2014,2,48.77,22,21,48,0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Laura Callahan,Sales Manager,New York,USA,2,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Gustaf's KnackebrÃ¶d,24 - 500 g pkgs.,21,0,United Package
10603,SAVEA,8,7/18/2014,8/15/2014,8/8/2014,2,48.77,49,20,25,0.05,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Laura Callahan,Sales Manager,New York,USA,2,3,Confections,"Desserts, candies, and sweet breads",Maxilaku,24 - 50 g pkgs.,20,0,United Package
10604,FURIB,1,7/18/2014,8/15/2014,7/29/2014,1,7.46,48,12.75,6,0.1,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Lisboa,Portugal,Nancy Davolio,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Chocolade,10 pkgs.,12.75,0,Speedy Express
10604,FURIB,1,7/18/2014,8/15/2014,7/29/2014,1,7.46,76,18,10,0.1,Furia Bacalhau e Frutos do Mar,Lino Rodriguez,Sales Manager,Lisboa,Portugal,Nancy Davolio,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",LakkalikÃ¶ri,500 ml,18,0,Speedy Express
10605,MEREP,1,7/21/2014,8/18/2014,7/29/2014,2,379.13,16,17.45,30,0.05,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,MontrÃ©al,Canada,Nancy Davolio,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Pavlova,32 - 500 g boxes,17.45,0,United Package
10605,MEREP,1,7/21/2014,8/18/2014,7/29/2014,2,379.13,59,55,20,0.05,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,MontrÃ©al,Canada,Nancy Davolio,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Raclette Courdavault,5 kg pkg.,55,0,United Package
10605,MEREP,1,7/21/2014,8/18/2014,7/29/2014,2,379.13,60,34,70,0.05,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,MontrÃ©al,Canada,Nancy Davolio,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Camembert Pierrot,15 - 300 g rounds,34,0,United Package
10605,MEREP,1,7/21/2014,8/18/2014,7/29/2014,2,379.13,71,21.5,15,0.05,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,MontrÃ©al,Canada,Nancy Davolio,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Flotemysost,10 - 500 g pkgs.,21.5,0,United Package
10606,TRADH,4,7/22/2014,8/19/2014,7/31/2014,3,79.4,4,22,20,0.2,TradiÃ§Ã£o Hipermercados,Anabela Domingues,Sales Representative,Sao Paulo,Brazil,Margaret Peacock,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Chef Anton's Cajun Seasoning,48 - 6 oz jars,22,0,Federal Shipping
10606,TRADH,4,7/22/2014,8/19/2014,7/31/2014,3,79.4,55,24,20,0.2,TradiÃ§Ã£o Hipermercados,Anabela Domingues,Sales Representative,Sao Paulo,Brazil,Margaret Peacock,Sales Representative,New York,USA,8,6,Meat & Poultry,Prepared meats,PÃ¢tÃ© chinois,24 boxes x 2 pies,24,0,Federal Shipping
10606,TRADH,4,7/22/2014,8/19/2014,7/31/2014,3,79.4,62,49.3,10,0.2,TradiÃ§Ã£o Hipermercados,Anabela Domingues,Sales Representative,Sao Paulo,Brazil,Margaret Peacock,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Tarte au sucre,48 pies,49.3,0,Federal Shipping
10607,SAVEA,5,7/22/2014,8/19/2014,7/25/2014,1,200.24,7,30,45,0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Steven Buchanan,Sales Manager,London,UK,2,7,Produce,Dried fruit and bean curd,Uncle Bob's Organic Dried Pears,12 - 1 lb pkgs.,30,0,Speedy Express
10607,SAVEA,5,7/22/2014,8/19/2014,7/25/2014,1,200.24,17,39,100,0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Steven Buchanan,Sales Manager,London,UK,2,6,Meat & Poultry,Prepared meats,Alice Mutton,20 - 1 kg tins,39,1,Speedy Express
10607,SAVEA,5,7/22/2014,8/19/2014,7/25/2014,1,200.24,33,2.5,14,0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Steven Buchanan,Sales Manager,London,UK,2,4,Dairy Products,Cheeses,Geitost,500 g,2.5,0,Speedy Express
10607,SAVEA,5,7/22/2014,8/19/2014,7/25/2014,1,200.24,40,18.4,42,0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Steven Buchanan,Sales Manager,London,UK,2,8,Seafood,Seaweed and fish,Boston Crab Meat,24 - 4 oz tins,18.4,0,Speedy Express
10607,SAVEA,5,7/22/2014,8/19/2014,7/25/2014,1,200.24,72,34.8,12,0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Steven Buchanan,Sales Manager,London,UK,2,4,Dairy Products,Cheeses,Mozzarella di Giovanni,24 - 200 g pkgs.,34.8,0,Speedy Express
10608,TOMSP,4,7/23/2014,8/20/2014,8/1/2014,2,27.79,56,38,28,0,Toms SpezialitÃ¤ten,Karin Josephs,Marketing Manager,MÃ¼nster,Germany,Margaret Peacock,Sales Representative,New York,USA,8,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Gnocchi di nonna Alice,24 - 250 g pkgs.,38,0,United Package
10609,DUMON,7,7/24/2014,8/21/2014,7/30/2014,2,1.85,1,18,3,0,Du monde entier,Janine Labrune,Owner,Nantes,France,Robert King,Sales Representative,London,UK,5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Chai,10 boxes x 20 bags,18,0,United Package
10609,DUMON,7,7/24/2014,8/21/2014,7/30/2014,2,1.85,10,31,10,0,Du monde entier,Janine Labrune,Owner,Nantes,France,Robert King,Sales Representative,London,UK,5,8,Seafood,Seaweed and fish,Ikura,12 - 200 ml jars,31,0,United Package
10609,DUMON,7,7/24/2014,8/21/2014,7/30/2014,2,1.85,21,10,6,0,Du monde entier,Janine Labrune,Owner,Nantes,France,Robert King,Sales Representative,London,UK,5,3,Confections,"Desserts, candies, and sweet breads",Sir Rodney's Scones,24 pkgs. x 4 pieces,10,0,United Package
10610,LAMAI,8,7/25/2014,8/22/2014,8/6/2014,1,26.78,36,19,21,0.25,La maison d'Asie,Annette Roulet,Sales Manager,Toulouse,France,Laura Callahan,Sales Manager,New York,USA,2,8,Seafood,Seaweed and fish,Inlagd Sill,24 - 250 g  jars,19,0,Speedy Express
10611,WOLZA,6,7/25/2014,8/22/2014,8/1/2014,2,80.65,1,18,6,0,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,Warszawa,Poland,Michael Suyama,Sales Representative,London,UK,5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Chai,10 boxes x 20 bags,18,0,United Package
10611,WOLZA,6,7/25/2014,8/22/2014,8/1/2014,2,80.65,2,19,10,0,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,Warszawa,Poland,Michael Suyama,Sales Representative,London,UK,5,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Chang,24 - 12 oz bottles,19,0,United Package
10611,WOLZA,6,7/25/2014,8/22/2014,8/1/2014,2,80.65,60,34,15,0,Wolski  Zajazd,Zbyszek Piestrzeniewicz,Owner,Warszawa,Poland,Michael Suyama,Sales Representative,London,UK,5,4,Dairy Products,Cheeses,Camembert Pierrot,15 - 300 g rounds,34,0,United Package
10612,SAVEA,1,7/28/2014,8/25/2014,8/1/2014,2,544.08,10,31,70,0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Nancy Davolio,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Ikura,12 - 200 ml jars,31,0,United Package
10612,SAVEA,1,7/28/2014,8/25/2014,8/1/2014,2,544.08,36,19,55,0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Nancy Davolio,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Inlagd Sill,24 - 250 g  jars,19,0,United Package
10612,SAVEA,1,7/28/2014,8/25/2014,8/1/2014,2,544.08,49,20,18,0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Nancy Davolio,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Maxilaku,24 - 50 g pkgs.,20,0,United Package
10612,SAVEA,1,7/28/2014,8/25/2014,8/1/2014,2,544.08,60,34,40,0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Nancy Davolio,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Camembert Pierrot,15 - 300 g rounds,34,0,United Package
10612,SAVEA,1,7/28/2014,8/25/2014,8/1/2014,2,544.08,76,18,80,0,Save-a-lot Markets,Jose Pavarotti,Sales Representative,Boise,USA,Nancy Davolio,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",LakkalikÃ¶ri,500 ml,18,0,United Package
10613,HILAA,4,7/29/2014,8/26/2014,8/1/2014,2,8.11,13,6,8,0.1,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,San CristÃ³bal,Venezuela,Margaret Peacock,Sales Representative,New York,USA,8,8,Seafood,Seaweed and fish,Konbu,2 kg box,6,0,United Package
10613,HILAA,4,7/29/2014,8/26/2014,8/1/2014,2,8.11,75,7.75,40,0,HILARION-Abastos,Carlos HernÃ¡ndez,Sales Representative,San CristÃ³bal,Venezuela,Margaret Peacock,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",RhÃ¶nbrÃ¤u Klosterbier,24 - 0.5 l bottles,7.75,0,United Package
10614,BLAUS,8,7/29/2014,8/26/2014,8/1/2014,3,1.93,11,21,14,0,Blauer See Delikatessen,Hanna Moos,Sales Representative,Mannheim,Germany,Laura Callahan,Sales Manager,New York,USA,2,4,Dairy Products,Cheeses,Queso Cabrales,1 kg pkg.,21,0,Federal Shipping
10614,BLAUS,8,7/29/2014,8/26/2014,8/1/2014,3,1.93,21,10,8,0,Blauer See Delikatessen,Hanna Moos,Sales Representative,Mannheim,Germany,Laura Callahan,Sales Manager,New York,USA,2,3,Confections,"Desserts, candies, and sweet breads",Sir Rodney's Scones,24 pkgs. x 4 pieces,10,0,Federal Shipping
10614,BLAUS,8,7/29/2014,8/26/2014,8/1/2014,3,1.93,39,18,5,0,Blauer See Delikatessen,Hanna Moos,Sales Representative,Mannheim,Germany,Laura Callahan,Sales Manager,New York,USA,2,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Chartreuse verte,750 cc per bottle,18,0,Federal Shipping
10615,WILMK,2,7/30/2014,8/27/2014,8/6/2014,3,0.75,55,24,5,0,Wilman Kala,Matti Karttunen,Owner/Marketing Assistant,Helsinki,Finland,Andrew Fuller,Vice President Sales,New York,USA,NULL,6,Meat & Poultry,Prepared meats,PÃ¢tÃ© chinois,24 boxes x 2 pies,24,0,Federal Shipping
10616,GREAL,1,7/31/2014,8/28/2014,8/5/2014,2,116.53,38,263.5,15,0.05,Great Lakes Food Market,Howard Snyder,Marketing Manager,Eugene,USA,Nancy Davolio,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",CÃ´te de Blaye,12 - 75 cl bottles,263.5,0,United Package
10616,GREAL,1,7/31/2014,8/28/2014,8/5/2014,2,116.53,56,38,14,0,Great Lakes Food Market,Howard Snyder,Marketing Manager,Eugene,USA,Nancy Davolio,Sales Representative,New York,USA,8,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Gnocchi di nonna Alice,24 - 250 g pkgs.,38,0,United Package
10616,GREAL,1,7/31/2014,8/28/2014,8/5/2014,2,116.53,70,15,15,0.05,Great Lakes Food Market,Howard Snyder,Marketing Manager,Eugene,USA,Nancy Davolio,Sales Representative,New York,USA,8,1,Beverages,"Soft drinks, coffees, teas, beers, and ales",Outback Lager,24 - 355 ml bottles,15,0,United Package
10616,GREAL,1,7/31/2014,8/28/2014,8/5/2014,2,116.53,71,21.5,15,0.05,Great Lakes Food Market,Howard Snyder,Marketing Manager,Eugene,USA,Nancy Davolio,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Flotemysost,10 - 500 g pkgs.,21.5,0,United Package
10617,GREAL,4,7/31/2014,8/28/2014,8/4/2014,2,18.53,59,55,30,0.15,Great Lakes Food Market,Howard Snyder,Marketing Manager,Eugene,USA,Margaret Peacock,Sales Representative,New York,USA,8,4,Dairy Products,Cheeses,Raclette Courdavault,5 kg pkg.,55,0,United Package
10618,MEREP,1,8/1/2014,9/12/2014,8/8/2014,1,154.68,6,25,70,0,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,MontrÃ©al,Canada,Nancy Davolio,Sales Representative,New York,USA,8,2,Condiments,"Sweet and savory sauces, relishes, spreads, and seasonings",Grandma's Boysenberry Spread,12 - 8 oz jars,25,0,Speedy Express
10618,MEREP,1,8/1/2014,9/12/2014,8/8/2014,1,154.68,56,38,20,0,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,MontrÃ©al,Canada,Nancy Davolio,Sales Representative,New York,USA,8,5,Grains & Cereals,"Breads, crackers, pasta, and cereal",Gnocchi di nonna Alice,24 - 250 g pkgs.,38,0,Speedy Express
10618,MEREP,1,8/1/2014,9/12/2014,8/8/2014,1,154.68,68,12.5,15,0,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,MontrÃ©al,Canada,Nancy Davolio,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Scottish Longbreads,10 boxes x 8 pieces,12.5,0,Speedy Express
10619,MEREP,3,8/4/2014,9/1/2014,8/7/2014,3,91.05,21,10,42,0,MÃ¨re Paillarde,Jean FresniÃ¨re,Marketing Assistant,MontrÃ©al,Canada,Janet Leverling,Sales Representative,New York,USA,8,3,Confections,"Desserts, candies, and sweet breads",Sir Rodney's Scones,24 pkgs. x 4 pieces,10,0,Federal Shipping
